directions_detail_id,recipe_id,cooking_procedure,holiday_flag,classification_id,cutting_types_id,meat_used_flag,intermediate_id,repair_flag,created_id,created_at,updated_id,updated_at
1925,1635,キャベツと卵のスープを、お椀によそい分けたら完成。,0,1,,0,,1,1,2016-09-15 14:32:01,1,2016-11-11 00:00:00
1926,1636,キャベツと玉ねぎ、セロリ、人参、じゃがいも、ブロックベーコンは全て1cm角に切る。,0,1,,0,,1,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
1927,1636,鍋にバター10gを入れて火にかけ、ブロックベーコンとキャベツを炒める。,0,1,,0,,1,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
1928,1636,キャベツがしんなりしたら玉ねぎとセロリ、人参、じゃがいもを加えて軽く炒めてから、水とコンソメ固形、トマト缶の内容物、ローリエを加えて煮込む。,0,1,,0,,1,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
1929,1636,鍋の具材が煮えたらローリエを取り出し、塩とこしょうで味を調えてから残りのバター10gを加えてさっと煮込んで火を止める。,0,1,,0,,1,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
1930,1636,ミネストローネを器に注ぎ分けてからパセリを散らしたら完成。,0,1,,0,,1,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
1937,1638,人参は千切りに、セロリと玉ねぎは薄切りにする。,0,1,,0,,1,1,2016-08-31 09:47:18,1,2016-11-11 00:00:00
1938,1638,鍋に野菜と水、コンソメ固形を入れて火にかけ、沸騰してきたら塩とこしょうで味を調えて火を止める。,0,1,,0,,1,1,2016-08-31 09:47:18,1,2016-11-11 00:00:00
1939,1638,人参とセロリのスープを器に注ぎ、パセリを散らしたら完成。,0,1,,0,,1,1,2016-08-31 09:47:18,1,2016-11-11 00:00:00
1960,1643,豚ロース(生姜焼き用)は筋切りし、茶漉しで薄力粉を両面に薄くまぶす。,0,1,,0,,1,1,2016-07-27 10:52:14,1,2016-11-11 00:00:00
1961,1643,生姜と玉ねぎをすりおろし、stillたれと併せる。,0,1,,0,,1,1,2016-07-27 10:52:14,1,2016-11-11 00:00:00
1962,1643,フライパンを火にかけ、サラダ油を注いで温めてから、豚肉をフライパンに広げて両面を焼き、8割程度火が通ったら生姜だれを加えて更に焼く。,0,1,,0,,1,1,2016-07-27 10:52:14,1,2016-11-11 00:00:00
1963,1643,焼き上がった豚の生姜焼きをお皿に盛り付け、お好みでサラダ菜やキャベツの千切り、ミニトマト等を添えたら完成。,0,1,,0,,1,1,2016-07-27 10:52:14,1,2016-11-11 00:00:00
1987,1649,じゃがいもと人参は皮を剥いてから乱切りにして、玉ねぎは櫛切りにする。,0,1,,0,,1,1,2016-10-05 08:52:45,1,2016-11-11 00:00:00
1988,1649,鶏もも肉は一口大に切り、塩麹に浸ける。(約20分),0,1,,0,,1,1,2016-10-05 08:52:45,1,2016-11-11 00:00:00
1989,1649,鍋にサラダ油を適量(分量外)加えて火にかけ、鶏もも肉と玉ねぎ、人参、じゃがいも、グリンピース(冷凍)を加え、一混ぜしたら水を加えて蓋をする。,0,1,,0,,1,1,2016-10-05 08:52:45,1,2016-11-11 00:00:00
1990,1649,沸騰してきたら弱火にして約8分煮てから火を止める。,0,1,,0,,1,1,2016-10-05 08:52:45,1,2016-11-11 00:00:00
1991,1649,塩肉じゃがを器に盛り付けたら完成。,0,1,,0,,1,1,2016-10-05 08:52:45,1,2016-11-11 00:00:00
2024,1657,大根は皮を剥いて1cm角に切り、スライスベーコンは1cm幅に切る。,0,1,,0,,1,1,2016-09-08 14:56:12,1,2016-11-11 00:00:00
2025,1657,鍋にカットした大根とベーコン、水を入れてから火にかけ、沸騰してきたらコンソメ固形を加える。,0,1,,0,,1,1,2016-09-08 14:56:12,1,2016-11-11 00:00:00
2026,1657,大根が柔らかくなったら、塩とこしょう、しょう油で味を調えて火を止める。,0,1,,0,,1,1,2016-09-08 14:56:12,1,2016-11-11 00:00:00
2027,1657,ベーコンと大根のスープをお椀によそい、お好みで茹でて刻んだ大根の葉を散らしたら完成。,0,1,,0,,1,1,2016-09-08 14:56:12,1,2016-11-11 00:00:00
2108,1672,白身魚(切り身)は塩とこしょう（分量外）を振って下味を付け、あさり(砂抜き済み)はこすり洗いする。,0,1,,0,,1,1,2016-07-21 09:12:48,1,2016-11-11 00:00:00
2109,1672,ミニトマトは半分に切り、にんにくは薄切りにする。,0,1,,0,,1,1,2016-07-21 09:12:48,1,2016-11-11 00:00:00
2110,1672,白身魚を皮目を上にして耐熱皿に入れ、あさりとパセリ(半量)、ミニトマト、★の調味料を加える。,0,1,,0,,1,1,2016-07-21 09:12:48,1,2016-11-11 00:00:00
2111,1672,耐熱皿をグリルに入れて約10分加熱し、あさりが完全に開いていなければ追加加熱をする。,0,1,,0,,1,1,2016-07-21 09:12:48,1,2016-11-11 00:00:00
2112,1672,あさりが完全に開いていることを確認し、塩とこしょうで味を調えて、残りのパセリを散らして完成。,0,1,,0,,1,1,2016-07-21 09:12:48,1,2016-11-11 00:00:00
2252,1701,きゅうりを乱切りにする。,0,1,,0,,1,1,2016-09-29 14:49:10,1,2016-11-11 00:00:00
2253,1701,乱切りにしたきゅうりを密閉容器に入れ、★の調味料を全て振りかけた後、蓋をしてよく振る。,0,1,,0,,1,1,2016-09-29 14:49:10,1,2016-11-11 00:00:00
2254,1701,ピリ辛きゅうりを器に盛り付けて完成。,0,1,,0,,1,1,2016-09-29 14:49:10,1,2016-11-11 00:00:00
2354,1721,かぶは皮を厚めにむいて一口大に切り、葉部は3cm長さに切る。,0,1,,0,,1,1,2015-11-19 15:17:30,1,2016-11-11 00:00:00
2355,1721,エビは殻と背ワタを取り、水で洗い流して水分を切る。,0,1,,0,,1,1,2015-11-19 15:17:30,1,2016-11-11 00:00:00
2356,1721,鍋にバター10gを溶かしエビを炒め、色が変わったら取り出す。,0,1,,0,,1,1,2015-11-19 15:17:30,1,2016-11-11 00:00:00
2357,1721,同じ鍋にかぶを加えて炒め、水とコンソメ固形を加え柔らかくなるまで火にかける。,0,1,,0,,1,1,2015-11-19 15:17:30,1,2016-11-11 00:00:00
2358,1721,耐熱容器に薄力粉と牛乳1カップを入れてよく混ぜ、レンジに2分かけ、バター10ｇを加えて更に1分程加熱して混ぜてホワイトソースを作る。,0,1,,0,,1,1,2015-11-19 15:17:30,1,2016-11-11 00:00:00
2359,1721,かぶを煮ている鍋にホワイトソースを煮汁でのばしながら入れ、残りの牛乳も加え、エビを戻し入れ、塩、こしょうで味を整える。,0,1,,0,,1,1,2015-11-19 15:17:30,1,2016-11-11 00:00:00
2360,1721,かぶの葉を加え、とろみがついたら完成。,0,1,,0,,1,1,2015-11-19 15:17:30,1,2016-11-11 00:00:00
2388,1726,ベーコンは厚さ1cmに切る。,0,1,,0,,1,1,2016-10-13 09:14:50,1,2016-11-11 00:00:00
2389,1726,キャベツと玉ねぎは櫛切りにして、人参は大きめに切り、じゃがいもは皮を剥いてから大きい物は半分に切る。,0,1,,0,,1,1,2016-10-13 09:14:50,1,2016-11-11 00:00:00
2390,1726,鍋に水とコンソメ固形、ベーコン、ローリエ、キャベツ、玉ねぎ、人参、じゃがいもを入れ、柔らかくなるまで火にかける。,0,1,,0,,1,1,2016-10-13 09:14:50,1,2016-11-11 00:00:00
2391,1726,仕上げに塩とブラックペッパーを振って味を調え、約5分煮てから火を止めて、器に盛り付けたら完成。,0,1,,0,,1,1,2016-10-13 09:14:50,1,2016-11-11 00:00:00
2392,1727,牛肩ロース肉塊は4cm角に切り、塩、ブラックペッパー、おろしたにんにくをすり込む。,0,1,,0,,1,1,2016-02-24 15:59:56,1,2016-11-11 00:00:00
2393,1727,玉ねぎは縦に4等分、人参は長さ5cmに切る(太い所は半分にする)。,0,1,,0,,1,1,2016-02-24 15:59:56,1,2016-11-11 00:00:00
2394,1727,ブロッコリーは小房に分け、茹でてざるに取り、マッシュルームは洗って石突きを取る。,0,1,,0,,1,1,2016-02-24 15:59:56,1,2016-11-11 00:00:00
2910,1830,万能ねぎはみじん切りにする。,0,1,,0,,1,1,2016-02-10 15:45:41,1,2016-11-11 00:00:00
2395,1727,圧力鍋(普通の蓋付鍋でもOK)にサラダ油を温め肉を入れて1面、1分ずつ焼き色をつける。,0,1,,0,,1,1,2016-02-24 15:59:56,1,2016-11-11 00:00:00
2396,1727,鍋に水、ローリエを加えて強火にかけ、灰汁が出てきたら取り除く。,0,1,,0,,1,1,2016-02-24 15:59:56,1,2016-11-11 00:00:00
2397,1727,鍋に玉ねぎと人参、デミグラスソース缶、トマト缶、赤ワイン、ケチャップ、グラニュー糖、コンソメ固形を加えて蓋をして、圧力がかかってきたら15分加圧する。,0,1,,0,,1,1,2016-02-24 15:59:56,1,2016-11-11 00:00:00
2398,1727,リングが下がったら(圧力が下がった合図)蓋を取り、マッシュルームを加えて強火で10分程煮汁を飛ばす。,0,1,,0,,1,1,2016-02-24 15:59:56,1,2016-11-11 00:00:00
2399,1727,とろみがついてきたら出来上がり、お皿に盛り付け、茹でたブロッコリーを添えて完成。,0,1,,0,,1,1,2016-02-24 15:59:56,1,2016-11-11 00:00:00
2446,1737,大根は皮を剥いて1cm角に切り、スライスベーコンは1cm幅に切る。,0,1,,0,,1,1,2016-09-08 14:55:11,1,2016-11-11 00:00:00
2447,1737,鍋にカットした大根とベーコン、水を入れて沸騰してきたらコンソメ固形を加える。,0,1,,0,,1,1,2016-09-08 14:55:11,1,2016-11-11 00:00:00
2448,1737,大根が柔らかくなったら、塩とこしょう、しょう油で味を調えて火を止める。,0,1,,0,,1,1,2016-09-08 14:55:11,1,2016-11-11 00:00:00
2449,1737,ベーコンと大根のスープをお椀によそい、お好みで茹でて刻んだ大根の葉を散らしたら完成。,0,1,,0,,1,1,2016-09-08 14:55:11,1,2016-11-11 00:00:00
2450,1738,大根と人参は皮を剥いて千切りにする。,0,1,,0,,1,1,2015-07-02 14:47:48,1,2016-11-11 00:00:00
2451,1738,密閉容器に入れて塩を振り、30分程置く。,0,1,,0,,1,1,2015-07-02 14:47:48,1,2016-11-11 00:00:00
2452,1738,砂糖と酢、だしを合わせて火にかけ、その後、火から下ろして水気を絞った大根、人参と合わせ、容器に入れて冷蔵庫で寝かす。,0,1,,0,,1,1,2015-07-02 14:47:48,1,2016-11-11 00:00:00
2453,1738,食べる前に器に盛り付けて完成。　,0,1,,0,,1,1,2015-07-02 14:47:48,1,2016-11-11 00:00:00
2454,1739,実山椒は水に浸けて塩抜きをしておく。,0,1,,0,,1,1,2016-10-13 13:25:53,1,2016-11-11 00:00:00
2455,1739,大根は皮を剥いて厚さ2cmの半月切りにする。,0,1,,0,,1,1,2016-10-13 13:25:53,1,2016-11-11 00:00:00
2456,1739,鍋に大根と鶏手羽中、だしを入れ、stillたれとしょう油、実山椒を加えて火にかけ、一煮立ちさせたら弱火で煮る。,0,1,,0,,1,1,2016-10-13 13:25:53,1,2016-11-11 00:00:00
2457,1739,煮汁を飛ばしながら味を煮含ませたら火を消して、器に盛り付けたら完成。,0,1,,0,,1,1,2016-10-13 13:25:53,1,2016-11-11 00:00:00
2548,1757,鍋に湯を沸かして、紅茶葉と生姜(生のスライス1、2枚でも粉末でもどちらでも可)とシナモンパウダーを加え１～2分煮だします。,0,1,,0,,1,1,2016-02-19 12:42:02,1,2016-11-11 00:00:00
2549,1757,鍋に牛乳を加えて沸騰する手前で火を止めた後、砂糖を加えて溶かす。,0,1,,0,,1,1,2016-02-19 12:42:02,1,2016-11-11 00:00:00
2550,1757,大きめのマグカップ4つに、茶漉しで濾しながら注ぎ分けたら完成。,0,1,,0,,1,1,2016-02-19 12:42:02,1,2016-11-11 00:00:00
2562,1760,糸昆布は、約10分、水に浸けて戻してから、食べ易い長さに切る。,0,1,,0,,1,1,2016-10-13 15:24:02,1,2016-11-11 00:00:00
2563,1760,人参は千切りに、さつま揚げは1cm幅に切る。,0,1,,0,,1,1,2016-10-13 15:24:02,1,2016-11-11 00:00:00
2564,1760,鍋に糸昆布とさつまあげ、人参、★の水とstillたれを入れて、約5分、火にかける。,0,1,,0,,1,1,2016-10-13 15:24:02,1,2016-11-11 00:00:00
2565,1760,絹さやは洗ってから筋を取り、斜めに切って鍋に加え、蓋をして、約1分、蒸らしてから火を止める。,0,1,,0,,1,1,2016-10-13 15:24:02,1,2016-11-11 00:00:00
2566,1760,糸昆布とさつま揚げの煮物を器に盛り付けたら完成。,0,1,,0,,1,1,2016-10-13 15:24:02,1,2016-11-11 00:00:00
2574,1762,鶏もも肉は一口大に切り、ピーマンとパプリカ赤、玉ねぎは2cm角に切る。,0,1,,0,,1,1,2016-09-01 10:49:16,1,2016-11-11 00:00:00
2575,1762,鶏肉に★の調味料で下味を付ける。,0,1,,0,,1,1,2016-09-01 10:49:16,1,2016-11-11 00:00:00
2576,1762,フライパンを温めてからサラダ油を注いで広げ、★の調味料で下味を付けた鶏肉を加えてタレごと焼く。,0,1,,0,,1,1,2016-09-01 10:49:16,1,2016-11-11 00:00:00
2577,1762,鶏肉の周りの色が変わってきたら、切った野菜を加えて全体にタレが絡むように時々返しながら炒める。,0,1,,0,,1,1,2016-09-01 10:49:16,1,2016-11-11 00:00:00
2578,1762,料理の味見をして、味が足らないようなら塩やこしょうを振って味を調えてから火を止めて、器に盛り付けたら完成。,0,1,,0,,1,1,2016-09-01 10:49:16,1,2016-11-11 00:00:00
2670,1779,鍋に砂糖とアガー(植物ゼリーの素)※粉ゼラチンでも可、杏仁霜を入れて混ぜてから、水を加えて火にかける。,0,1,,0,,1,1,2015-07-02 12:40:54,1,2016-11-11 00:00:00
2671,1779,沸騰してから1分程火にかけて煮溶かし、更に牛乳を加えて更に沸騰直前で火を止める。,0,1,,0,,1,1,2015-07-02 12:40:54,1,2016-11-11 00:00:00
2672,1779,ボウルに移して粗熱を取ってからバットに流し入れて、冷蔵庫で冷やす。,0,1,,0,,1,1,2015-07-02 12:40:54,1,2016-11-11 00:00:00
2673,1779,グラニュー糖と水をよく混ぜ合わせてシロップを作る。,0,1,,0,,1,1,2015-07-02 12:40:54,1,2016-11-11 00:00:00
2674,1779,杏仁豆腐はひし形に切り分けて、シロップと季節の果物を一緒に器に盛り付けて完成。,0,1,,0,,1,1,2015-07-02 12:40:54,1,2016-11-11 00:00:00
2713,1788,ほうれん草は熱湯で茹でてから冷水に取り、水気を絞ってから長さ3cmに切る。,0,1,,0,,1,1,2016-10-06 13:33:04,1,2016-11-11 00:00:00
2714,1788,ボウルに卵を割りほぐし、塩とこしょうを振る。,0,1,,0,,1,1,2016-10-06 13:33:04,1,2016-11-11 00:00:00
2715,1788,サラダ油をひいたフライパン(24cm)を火にかけ、卵液を半量流し入れて薄焼きたまご一枚を作り、残りの卵液も同様にして薄焼きたまごを作る。,0,1,,0,,1,1,2016-10-06 13:33:04,1,2016-11-11 00:00:00
3053,1861,木綿豆腐は2つに切り分けてから水気を切る。,0,1,,0,,1,1,2016-06-28 14:38:43,1,2016-11-11 00:00:00
2716,1788,薄焼き卵にほうれん草を載せてからクルクルと巻いた後、巻いたものを4つに切り分ける。(同じものをもう一つ作る),0,1,,0,,1,1,2016-10-06 13:33:04,1,2016-11-11 00:00:00
2717,1788,ほうれん草の卵巻きを器に盛り付け、マヨネーズをかけた上にかつお節を載せたら完成。,0,1,,0,,1,1,2016-10-06 13:33:04,1,2016-11-11 00:00:00
2839,1814,スプーンでかぼちゃのタネを取り除いた後、一口大に切ってから、皮むき器（ピーラー）で面取りをする(周囲の角を取る)。,0,1,,0,,1,1,2016-06-30 09:53:33,1,2016-11-11 00:00:00
2840,1814,オクラは洗ってから塩でこすって産毛を取り、熱湯でさっと茹でてから、食べ易い大きさに斜め切りにする。,0,1,,0,,1,1,2016-06-30 09:53:33,1,2016-11-11 00:00:00
2841,1814,だしとstillたれを鍋に入れてから火にかけ、かぼちゃを加えて煮る。,0,1,,0,,1,1,2016-06-30 09:53:33,1,2016-11-11 00:00:00
2842,1814,鍋の煮汁が沸々としてきたら弱火にして、8分程煮たら火を止める。,0,1,,0,,1,1,2016-06-30 09:53:33,1,2016-11-11 00:00:00
2843,1814,粗熱が取れたら茹でたオクラと一緒に器に盛る。,0,1,,0,,1,1,2016-06-30 09:53:33,1,2016-11-11 00:00:00
2847,1816,キャベツは千切りにする。,0,1,,0,,1,1,2016-09-09 16:17:37,1,2016-11-11 00:00:00
2848,1816,水とキャベツを鍋に入れて火にかけ、沸騰してきたら鶏がらスープの素で味付けをしてから、塩とこしょうで味を調える。,0,1,,0,,1,1,2016-09-09 16:17:37,1,2016-11-11 00:00:00
2849,1816,溶き卵を上の方から鍋に流し入れて卵が浮いてきたら火を止める。,0,1,,0,,1,1,2016-09-09 16:17:37,1,2016-11-11 00:00:00
2850,1816,キャベツと卵のスープを、お椀によそい分けたら完成。,0,1,,0,,1,1,2016-09-09 16:17:37,1,2016-11-11 00:00:00
2856,1818,きゅうりは縦に半分に切ってから斜め切りにして、塩を振っておく。,0,1,,0,,1,1,2016-06-24 16:57:21,1,2016-11-11 00:00:00
2857,1818,豚ばら肉薄切り(しゃぶしゃぶ用)を熱湯で茹でて、色が変わったら氷水に取る。,0,1,,0,,1,1,2016-06-24 16:57:21,1,2016-11-11 00:00:00
2858,1818,ボウルに全ての★の調味料を入れて混ぜ合わせてから、水分を軽く絞ったきゅうりを加えて和える。,0,1,,0,,1,1,2016-06-24 16:57:21,1,2016-11-11 00:00:00
2859,1818,しっかり水気を切った豚ばら肉薄切りをボウルに加え、よく混ぜ合わせた後、冷蔵庫に入れて冷やしてから器に盛り付けて完成。,0,1,,0,,1,1,2016-06-24 16:57:21,1,2016-11-11 00:00:00
2860,1819,きゅうりは洗って乱切りにする。,0,1,,0,,1,1,2016-06-09 15:13:26,1,2016-11-11 00:00:00
2861,1819,密閉容器にきゅうりと塩、塩昆布を入れて蓋をしてからよく振る。,0,1,,0,,1,1,2016-06-09 15:13:26,1,2016-11-11 00:00:00
2862,1819,きゅうりの塩昆布を、器に盛り付けて完成。,0,1,,0,,1,1,2016-06-09 15:13:26,1,2016-11-11 00:00:00
2876,1822,ボウルに卵を割りほぐし、★の調味料を加えて混ぜる。,0,1,,0,,1,1,2016-06-02 15:25:28,1,2016-11-11 00:00:00
2877,1822,温めたフライパンにサラダ油をひき、卵液1/2量を流し入れて焼き、少し固まってきたら大きく混ぜてから、コーン缶(粒)の内容物を散らす。,0,1,,0,,1,1,2016-06-02 15:25:28,1,2016-11-11 00:00:00
2878,1822,卵を奥から手前にくるくると巻き、巻き終わった卵焼きを奥に戻してからフライパンに残りの1/2量を流し入れて同様に焼きながら巻いていく。,0,1,,0,,1,1,2016-06-02 15:25:28,1,2016-11-11 00:00:00
2879,1822,焼き上がった卵焼きを巻きすで巻いて形を整え、粗熱を取ってから4等分に切り、お好みで大葉を敷いたお皿に盛り付けたら完成。,0,1,,0,,1,1,2016-06-02 15:25:28,1,2016-11-11 00:00:00
2880,1823,トマトはざく切りにする。,0,1,,0,,1,1,2016-06-09 14:11:30,1,2016-11-11 00:00:00
2881,1823,鍋に水を入れて沸騰させ、コンソメ固形を入れてスープを作る。,0,1,,0,,1,1,2016-06-09 14:11:30,1,2016-11-11 00:00:00
2882,1823,スープが再び沸騰してきたらざく切りにしたトマトを加え、塩とブラックペッパーで味を調えてから火を止める。,0,1,,0,,1,1,2016-06-09 14:11:30,1,2016-11-11 00:00:00
2883,1823,トマトスープを器に注ぎ、パセリを散らして完成。,0,1,,0,,1,1,2016-06-09 14:11:30,1,2016-11-11 00:00:00
2884,1824,トマトはよく冷やして、厚さ1cmにスライスする。,0,1,,0,,1,1,2016-07-14 11:10:20,1,2016-11-11 00:00:00
2885,1824,お好みでサニーレタス等を敷いたお皿にスライスしたトマトを盛り付け、お好みで塩やマヨネーズ等を添えて完成。,0,1,,0,,1,1,2016-07-14 11:10:20,1,2016-11-11 00:00:00
2894,1827,ナスはへたを落としてから厚さ1cmの輪切りにし、水に潜らせてから、水分を拭き取る。,0,1,,0,,1,1,2016-08-04 14:02:04,1,2016-11-11 00:00:00
2895,1827,豚ロース薄切りに塩とこしょうを振り、輪切りにしたナスに肉を巻きつけて、薄力粉をまぶす。,0,1,,0,,1,1,2016-08-04 14:02:04,1,2016-11-11 00:00:00
2896,1827,★の生姜とにんにくをすりおろし、★のstillたれと混ぜ合わせてナスの肉巻きのタレを作る。,0,1,,0,,1,1,2016-08-04 14:02:04,1,2016-11-11 00:00:00
2897,1827,フライパンにサラダ油を注いで中火で温めて豚肉を巻いたナスを3分焼き、更にひっくり返し2分焼く。,0,1,,0,,1,1,2016-08-04 14:02:04,1,2016-11-11 00:00:00
2898,1827,一旦火を止め、ナスの肉巻きのタレを加えて再び火にかけ、照りが良くなったら焼き上がりなので火を止める。,0,1,,0,,1,1,2016-08-04 14:02:04,1,2016-11-11 00:00:00
2899,1827,焼きあがったナスの肉巻きを、お皿に盛り付けていり胡麻を振り、お好みでサラダ菜を添えたら完成。,0,1,,0,,1,1,2016-08-04 14:02:04,1,2016-11-11 00:00:00
2905,1829,ニラは長さ4cmに切る。,0,1,,0,,1,1,2016-09-21 09:21:51,1,2016-11-11 00:00:00
2906,1829,卵は溶きほぐす。,0,1,,0,,1,1,2016-09-21 09:21:51,1,2016-11-11 00:00:00
2907,1829,フライパンを温めて胡麻油を注ぎ入れ、溶いた卵を入れて大きく掻き混ぜてからニラを加える。,0,1,,0,,1,1,2016-09-21 09:21:51,1,2016-11-11 00:00:00
2908,1829,ニラがしんなりとしてきたら、塩とこしょうを振って味を調えてから火を止めて、お皿に盛り付けたら完成。,0,1,,0,,1,1,2016-09-21 09:21:51,1,2016-11-11 00:00:00
2909,1830,木綿豆腐は2つに切って水気を切る。,0,1,,0,,1,1,2016-02-10 15:45:41,1,2016-11-11 00:00:00
2911,1830,小鍋で胡麻油を熱し、干しエビを炒めて香りが出てきたら、ねぎを加える。,0,1,,0,,1,1,2016-02-10 15:45:41,1,2016-11-11 00:00:00
2912,1830,ねぎがしんなりしたらしょう油を加えてタレを完成させ、出来上がったタレを豆腐の上にかければ完成。,0,1,,0,,1,1,2016-02-10 15:45:41,1,2016-11-11 00:00:00
