,prediction,label,filename,categorynames,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5
16,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/cucumber/35.png,cucumber,7.89919341e-06,0.999973178,2.95200124e-07,7.44846602e-07,2.79200981e-06,1.50675178e-05
17,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/2.png,pumpkin,1.88011148e-10,9.21590892e-09,2.73995617e-08,6.75362044e-10,1,1.79180084e-08]]
18,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/poteto/4.png,poteto,3.50906824e-08,1.36220333e-08,6.58831212e-10,0.999998808,7.92333879e-07,3.90115162e-07
19,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/16.png,carrot,0.998964667,7.95183325e-07,3.93028863e-08,3.5990066e-05,0.000760539493,0.000237927132]]
20,5,5,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/tomato/367.png,tomato,9.71228342e-09,1.76244939e-07,3.50069342e-07,0.000397504016,2.94865377e-08,0.999602
21,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/27.png,carrot,0.999798477,8.14058954e-09,1.38809159e-10,7.32376475e-06,1.49619254e-05,0.00017936145]]
22,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/18.png,pumpkin,5.70922587e-10,3.80635967e-09,3.98359443e-05,3.97769417e-09,0.999960184,4.3745465e-09
23,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/eggplant/146.png,eggplant,1.5256328e-05,3.33939951e-08,0.999931216,3.06719958e-05,2.0094727e-05,2.84239741e-06]]
24,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/62.png,pumpkin,4.43099459e-08,4.7102688e-08,1.93807832e-08,3.61212619e-06,0.999995947,3.69926113e-07
25,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/eggplant/153.png,eggplant,0.00648556976,0.00122252235,0.981866419,0.00477133319,0.00422449131,0.00142977445]]
26,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/eggplant/17.png,eggplant,1.33376789e-05,8.38580831e-08,0.999963641,2.43584714e-06,4.62948037e-06,1.58821913e-05
27,3,5,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/tomato/590.png,tomato,0.227596536,0.0170506872,0.00647697,0.604648292,0.119992048,0.024235554]]
28,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/1.png,pumpkin,3.26198514e-13,3.007949e-09,2.06239625e-09,9.92572084e-12,1,2.71100364e-10
29,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/cucumber/62.png,cucumber,6.43635815e-07,0.999994516,2.52932186e-09,2.03015517e-07,3.96335537e-07,4.19929802e-06]]
30,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/cucumber/2.png,cucumber,0.00218513818,0.991486311,0.000192322696,0.000198567184,0.000113842172,0.0058237575
31,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/32.png,carrot,0.989011,6.15292e-05,1.20797449e-06,0.00316911587,0.00522868242,0.00252852822]]
32,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/eggplant/218.png,eggplant,3.41509913e-05,2.12695195e-05,0.999908,1.65058373e-05,1.85342924e-05,1.62075378e-06
33,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/eggplant/280.png,eggplant,1.29986987e-07,2.73514905e-10,0.999999762,8.78030875e-08,3.01146308e-08,2.71354428e-09]]
34,5,5,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/tomato/286.png,tomato,2.62505868e-11,6.75711531e-09,2.77529333e-10,1.28423505e-09,1.78050695e-12,1
35,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/47.png,pumpkin,6.45642095e-10,6.67853499e-07,4.6509449e-06,8.42143955e-09,0.999994636,4.99093e-08]]
36,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/42.png,carrot,0.742194414,0.0138230259,0.00560150854,0.0422933,0.00501927827,0.19106847
37,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/eggplant/431.png,eggplant,0.00171360327,4.69970973e-06,0.996549249,7.47559e-05,0.00134232838,0.000315326877]]
38,5,5,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/tomato/435.png,tomato,1.88305873e-13,5.62492897e-09,1.65479325e-10,1.58196595e-10,2.51232196e-15,1
39,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/cucumber/10.png,cucumber,1.06917332e-06,0.999996185,3.79880433e-11,1.73359524e-06,1.27134783e-08,9.64344622e-07]]
40,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/42.png,pumpkin,0.0335385501,0.000237285596,0.0036768131,0.0985314175,0.813931882,0.0500840209
41,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/poteto/29.png,poteto,4.12296153e-09,4.66012395e-10,1.56732665e-11,0.999999881,4.73146571e-08,1.20626709e-07]]
42,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/cucumber/5.png,cucumber,5.14014e-05,0.999819577,3.88917761e-06,1.19944862e-05,1.91447725e-05,9.41355247e-05
43,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/9.png,carrot,0.919075489,0.000474083412,3.46804954e-05,0.0600412153,0.00972278789,0.0106517263]]
44,5,5,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/tomato/21.png,tomato,0.0204849765,0.00190449751,0.00268344837,0.00231927237,0.00110552739,0.971502244
45,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/24.png,carrot,0.999953866,5.06341735e-07,2.07186694e-08,6.29687202e-06,3.61884577e-06,3.57028657e-05]]
46,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/cucumber/1.png,cucumber,6.5492145e-09,0.999999046,1.14947158e-11,3.72271e-08,4.7239096e-10,9.12000587e-07
47,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/54.png,pumpkin,0.000467532896,1.36756125e-06,7.23008043e-06,0.00010319164,0.999295354,0.000125288192]]
48,5,5,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/tomato/8.png,tomato,5.27644898e-12,1.49274513e-07,4.23990576e-09,5.61136204e-09,5.81523e-12,0.999999881
49,5,5,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/tomato/57.png,tomato,6.64766367e-11,5.62320039e-08,4.77195442e-07,2.23351662e-06,1.11186713e-10,0.999997258]]
50,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/cucumber/43.png,cucumber,0.00332206395,0.988946,9.07795111e-05,0.000500813825,0.00044937295,0.00669092778
51,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/cucumber/34.png,cucumber,3.18828711e-06,0.99998486,1.12910364e-07,7.98840283e-09,2.87432135e-06,8.94034747e-06]]
52,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/eggplant/50.png,eggplant,0.00058556837,1.8107361e-05,0.999286234,7.97192042e-05,2.7373284e-05,2.94751158e-06
53,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/27.png,pumpkin,9.32200805e-08,3.00104617e-08,5.10673146e-07,4.24709333e-06,0.999994636,5.05836738e-07]]
54,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/5.png,carrot,0.957234204,0.000711784465,0.00016982005,0.0132655418,0.00254376978,0.0260748416
55,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/50.png,pumpkin,2.46479829e-07,3.41652e-07,2.87428577e-07,6.76542913e-06,0.999987364,4.96998064e-06]]
56,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/43.png,carrot,0.900270402,0.000126706873,6.33988529e-05,0.0355201177,0.0310477484,0.0329715833
57,5,5,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/tomato/38.png,tomato,3.32599892e-10,2.16682292e-05,5.19617558e-08,2.47719e-06,3.26122532e-11,0.999975801]]
58,0,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/eggplant/729.png,eggplant,0.452446371,0.403078675,0.0190280303,0.0380724147,0.0352179594,0.0521565191
59,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/16.png,pumpkin,3.23525789e-11,4.84111059e-12,3.00403e-11,1.02007836e-09,1,2.17412699e-10]]
60,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/12.png,pumpkin,1.57653851e-13,1.53768352e-11,4.68536487e-10,9.43199685e-12,1,1.50547613e-11
61,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/19.png,carrot,0.526854575,5.95742313e-05,8.21242793e-05,0.0271507278,0.0162897967,0.429563165]]
62,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/eggplant/121.png,eggplant,0.000423859368,0.00186463725,0.997539401,2.48650977e-05,0.000121622725,2.56319036e-05
63,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/15.png,pumpkin,2.34225297e-08,1.92036231e-09,1.48898437e-06,1.04958633e-06,0.999997377,1.08503322e-08]]
64,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/22.png,pumpkin,4.74561e-07,1.60008778e-06,1.74790166e-05,8.66096627e-07,0.999978304,1.34414393e-06
65,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/cucumber/38.png,cucumber,0.000229861878,0.999498248,4.44771956e-07,0.000209021135,4.25655435e-06,5.8143185e-05]]
66,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/poteto/12.png,poteto,4.30096092e-09,2.98606473e-10,7.62379396e-12,0.999999762,6.3484265e-08,1.85466206e-07
67,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/10.png,carrot,0.999905467,6.3858856e-08,2.35618382e-11,5.09007577e-07,8.64321555e-05,7.52124924e-06]]
68,5,5,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/tomato/394.png,tomato,0.000284530455,2.07538733e-06,1.03460718e-06,7.57613743e-05,3.98393604e-06,0.999632597
69,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/38.png,carrot,0.984463334,0.000769425184,6.22858897e-06,0.00997058,0.00223693,0.00255360059]]
70,3,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/11.png,carrot,0.142624035,0.00516220974,0.00344013795,0.453775287,0.00505360868,0.389944762
71,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/45.png,pumpkin,1.47681947e-08,5.96443499e-08,1.99150668e-06,3.11760778e-06,0.999994636,2.03116429e-07]]
72,5,5,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/tomato/610.png,tomato,3.7639375e-10,2.13904468e-06,6.71059e-08,4.28675557e-05,1.29665887e-08,0.999954939
73,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/25.png,carrot,0.993627548,1.72930559e-05,5.7177831e-06,0.00433172612,0.0015610673,0.000456744194]]
74,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/eggplant/66.png,eggplant,1.05450653e-07,4.4048637e-10,0.999991179,5.27794043e-07,3.42218914e-06,4.80792824e-06
75,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/poteto/15.png,poteto,8.30593265e-08,1.26438181e-07,3.68130704e-09,0.999996424,2.86551131e-06,4.91317053e-07]]
76,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/poteto/25.png,poteto,1.2091856e-06,1.82472505e-07,2.38893705e-08,0.999991536,2.09450809e-06,4.98941563e-06
77,5,5,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/tomato/84.png,tomato,4.50814162e-17,1.08581872e-08,2.51209101e-12,7.72871437e-12,9.573709e-17,1]]
78,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/cucumber/30.png,cucumber,1.94965878e-06,0.999990106,4.55518778e-09,2.33176962e-08,3.85738247e-07,7.658e-06
79,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/poteto/7.png,poteto,2.04423577e-06,1.35306763e-07,3.57931746e-08,0.999978304,3.11344184e-06,1.64431931e-05]]
80,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/eggplant/1.png,eggplant,0.0322241634,0.00600473676,0.941445947,0.00343517517,0.00884704385,0.00804286916
81,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/eggplant/544.png,eggplant,8.57956536e-07,2.08833262e-09,0.999998569,4.3732922e-07,1.20175542e-07,3.3990684e-08]]
82,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/33.png,pumpkin,2.15317482e-06,9.78472599e-07,2.84992075e-06,7.65453515e-05,0.999906182,1.13703345e-05
83,5,5,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/tomato/30.png,tomato,4.76630024e-09,4.90865118e-12,4.11576051e-11,3.25157e-08,4.65429466e-11,1]]
84,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/poteto/28.png,poteto,6.62315927e-08,4.24777298e-08,3.02409264e-10,0.999999285,3.9695e-08,5.14525709e-07
85,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/poteto/1.png,poteto,3.23431699e-08,1.50680847e-07,2.45057863e-10,0.999938369,6.134258e-05,5.92100591e-08]]
86,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/eggplant/13.png,eggplant,0.00163630501,0.000380445,0.996255755,0.000669735542,0.000747659768,0.000310204428
87,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/25.png,pumpkin,0.00216424046,1.16283582e-05,2.98361692e-06,0.0143579636,0.982458055,0.00100508507]]
88,5,5,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/tomato/666.png,tomato,4.75762318e-09,4.72367137e-05,1.67470034e-07,6.6475618e-06,1.48721113e-09,0.999946
89,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/28.png,carrot,0.988962233,0.000796219101,6.30809382e-06,0.00989933126,2.58227883e-05,0.000310052186]]
90,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/cucumber/9.png,cucumber,6.03074e-06,0.999900579,1.43916054e-06,4.20172773e-06,5.9334443e-06,8.18424596e-05
91,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/8.png,carrot,0.998553336,2.05656506e-05,1.69767873e-07,7.14271155e-05,1.45256417e-05,0.00133998331]]
92,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/poteto/6.png,poteto,9.13176154e-06,2.19436447e-06,9.41849407e-07,0.997477114,1.77035884e-06,0.00250884937
93,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/4.png,pumpkin,3.96891728e-08,1.78441312e-07,3.52572123e-08,9.24916367e-06,0.999985933,4.48077844e-06]]
94,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/cucumber/39.png,cucumber,0.000544561131,0.997529924,0.000364001025,0.000149488391,9.50691901e-05,0.001317007
95,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/poteto/23.png,poteto,8.62776801e-07,1.61314642e-06,3.82044618e-08,0.99735719,0.00263902592,1.22662152e-06]]
96,5,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/41.png,carrot,0.0969269127,1.94903191e-06,2.54787346e-06,0.024514664,0.0154081034,0.863145828
97,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/poteto/9.png,poteto,5.83503379e-08,1.96527523e-07,7.4075257e-09,0.999996781,1.45519607e-06,1.51414019e-06]]
98,5,5,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/tomato/207.png,tomato,1.30466452e-14,9.10534403e-09,2.56165349e-11,1.13282064e-10,1.18108758e-14,1
99,4,4,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/pumpkin/55.png,pumpkin,8.73001511e-08,2.98529767e-06,0.000103440063,5.69931799e-05,0.999834299,2.08911024e-06]]
100,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/cucumber/6.png,cucumber,0.000123271646,0.999034882,6.23935375e-06,0.000141411598,8.45246268e-06,0.000685796374
101,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/carrot/7.png,carrot,0.998411417,0.000109951317,1.09673316e-07,0.000188244419,0.000360638049,0.000929548871]]
102,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/cucumber/32.png,cucumber,0.000525227864,0.997943,5.39233515e-05,4.69854e-05,5.88753173e-05,0.00137203874
103,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/poteto/13.png,poteto,2.26548627e-06,6.14394048e-06,4.24063913e-08,0.999985337,2.93751714e-06,3.27384464e-06]]
104,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/eggplant/16.png,eggplant,1.11101667e-06,5.01340907e-08,0.999998689,6.63228263e-08,4.81423612e-08,4.04167677e-09
105,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/poteto/33.png,poteto,3.93873876e-07,3.65178203e-05,6.64291377e-08,0.999941111,1.46620114e-05,7.16942805e-06]]
106,3,3,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/poteto/10.png,poteto,3.83788556e-09,2.17865878e-10,1.70269484e-12,0.999999404,3.17358825e-07,3.37563648e-07
107,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/cucumber/64.png,cucumber,2.73584106e-08,1,1.00210612e-11,2.29339422e-10,3.14872795e-09,4.3037538e-08]]
108,5,5,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_20180905_6class_cr_cu_ep_pt_pk_tm/validation/tomato/165.png,tomato,8.27951317e-06,1.9606885e-09,9.09258e-08,4.3500213e-06,1.04359749e-07,0.999987125
