,prediction,label,filename,categorynames,prob_0,prob_1,prob_2
11,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/tomato/610.png,tomato,7.66941857e-19,4.71948706e-16,1]]
12,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/dozen_42.png,egg,9.31358445e-05,0.599136174,0.400770694
13,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/dozen_2.png,egg,1.80994036e-07,0.999942303,5.7434223e-05]]
14,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/tomato/736.png,tomato,3.46333607e-17,3.81524748e-28,1
15,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/dozen_424.png,egg,1.20184455e-14,1,2.4112742e-08]]
16,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/11.png,brocolli,1,1.36277413e-34,9.02871336e-28
17,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/13.png,brocolli,1,1.33537616e-34,1.45319284e-32]]
18,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/eggs_425.png,egg,1.85590188e-21,1,5.70918313e-13
19,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/tomato/18.png,tomato,2.17904321e-13,8.39609244e-21,1]]
20,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/449.png,brocolli,1,2.78240434e-30,1.16685703e-19
21,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/403.png,brocolli,1,5.23115837e-37,4.34585287e-32]]
22,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/tomato/26.png,tomato,2.22430288e-20,3.35450447e-23,1
23,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/tomato/38.png,tomato,2.3046623e-15,3.20268319e-17,1]]
24,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/dozen_113.png,egg,1.14731989e-07,0.998799205,0.00120068283
25,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/eggs_273.png,egg,3.02654375e-16,1,3.71820574e-09]]
26,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/35.png,brocolli,1,1.58850241e-37,2.56846715e-31
27,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/tomato/237.png,tomato,2.61795899e-22,2.95390458e-34,1]]
28,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/182.png,brocolli,1,9.230432e-33,2.75327786e-27
29,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/366.png,brocolli,1,0,6.5511174e-36]]
30,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/745.png,brocolli,1,2.76283701e-23,3.42587801e-22
31,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/tomato/666.png,tomato,3.61905117e-17,3.87396315e-16,1]]
32,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/184.png,brocolli,1,0,1.27390828e-35
33,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/dozen_127.png,egg,0.000688447442,0.902774155,0.0965374559]]
34,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/tomato/33.png,tomato,3.82963924e-13,1.14894429e-15,1
35,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/tomato/102.png,tomato,1.65353993e-22,6.59756672e-20,1]]
36,0,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/dozen_71.png,egg,0.693161368,0.306769907,6.86714484e-05
37,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/332.png,brocolli,1,8.72591086e-32,4.02000682e-25]]
38,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/tomato/556.png,tomato,1.43458695e-17,1.94086484e-26,1
39,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/eggs_589.png,egg,4.67077449e-22,1,1.33116662e-09]]
40,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/238.png,brocolli,1,8.75867776e-28,8.25118283e-20
41,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/tomato/21.png,tomato,3.61704373e-08,0.000105429659,0.9998945]]
42,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/259.png,brocolli,1,1.21248594e-30,1.12981053e-25
43,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/8.png,brocolli,1,0,1.46396463e-32]]
44,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/400.png,brocolli,1,2.42426607e-37,9.41619e-32
45,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/tomato/51.png,tomato,1.85767935e-29,1.65213579e-35,1]]
46,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/dozen_158.png,egg,0.0357720666,0.946304262,0.0179236624
47,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/eggs_418.png,egg,7.64056818e-09,0.999991179,8.83531902e-06]]
48,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/9.png,brocolli,1,1.48155105e-37,8.62967651e-33
49,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/dozen_448.png,egg,4.26500615e-22,1,5.81599942e-11]]
50,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/dozen_269.png,egg,2.50403957e-07,0.999995351,4.36334813e-06
51,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/dozen_497.png,egg,1.42550947e-17,1,3.83439244e-12]]
52,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/60.png,brocolli,1,1.54188237e-27,1.88783473e-20
53,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/dozen_540.png,egg,3.23667132e-06,0.999507427,0.000489308557]]
54,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/dozen_39.png,egg,5.92528387e-11,0.975913525,0.0240864437
55,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/143.png,brocolli,1,2.66044361e-37,6.71666911e-34]]
56,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/tomato/3.png,tomato,1.53852473e-23,1.0712193e-31,1
57,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/dozen_201.png,egg,7.49967967e-07,0.998041093,0.00195826334]]
58,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/tomato/644.png,tomato,1.15368659e-24,3.12033287e-22,1
59,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/tomato/557.png,tomato,1.76750704e-12,1.12258649e-14,1]]
60,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/9.png,brocolli,1,1.48155105e-37,8.62967651e-33
61,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/dozen_448.png,egg,4.26500615e-22,1,5.81599942e-11]]
62,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/brocolli/9.png,brocolli,1,1.48155105e-37,8.62967651e-33
63,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_256_manually_select_20180803_3class_data_x_10/validation/egg/dozen_448.png,egg,4.26500615e-22,1,5.81599942e-11]]
