,prediction,label,filename,categorynames,prob_0,prob_1,prob_2
12,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/12.png,kettle,1.31321786e-14,1,9.43925826e-10
13,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/16.png,kettle,1.1843715e-07,0.999999642,1.9914873e-07]]
14,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/pot/9.png,pot,1.67951053e-09,2.0517712e-09,1
15,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/17.png,kettle,2.00259169e-16,1,3.43168656e-14]]
16,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/1.png,flying-pan,0.999996424,1.19214363e-07,3.3995932e-06
17,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/10.png,flying-pan,0.999997,2.20984759e-08,2.99133831e-06]]
18,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/pot/10.png,pot,0.000226123069,7.47176409e-06,0.999766409
19,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/8.png,kettle,5.31286785e-11,1,3.38705496e-12]]
20,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/5.png,flying-pan,0.999999642,6.43889519e-09,4.16300452e-07
21,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/4.png,flying-pan,0.99407,6.48913237e-06,0.00592345605]]
22,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/pot/2.png,pot,3.29656871e-08,6.0471713e-08,0.999999881
23,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/pot/15.png,pot,0.000146387989,5.31932685e-08,0.999853492]]
24,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/5.png,kettle,1.66583088e-12,1,8.42368486e-09
25,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/1.png,kettle,1.39478316e-11,1,1.91938243e-09]]
26,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/pot/14.png,pot,0.0144498944,0.00223036,0.9833197
27,2,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/19.png,flying-pan,0.0147620691,1.14375462e-06,0.985236704]]
28,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/12.png,flying-pan,0.999995947,3.51831858e-07,3.69285135e-06
29,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/2.png,flying-pan,0.999999881,3.03460612e-09,6.20370884e-08]]
30,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/pot/7.png,pot,2.09697773e-05,6.79046423e-07,0.999978304
31,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/7.png,flying-pan,1,1.97642063e-08,4.81979185e-08]]
32,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/10.png,kettle,5.24796734e-11,1,3.09763593e-09
33,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/13.png,flying-pan,1,2.97029246e-09,2.26272845e-09]]
34,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/pot/1.png,pot,9.4861658e-05,5.28264172e-05,0.9998523
35,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/pot/18.png,pot,9.87993545e-08,7.83737732e-08,0.999999881]]
36,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/18.png,flying-pan,0.999965906,3.85517609e-08,3.40546176e-05
37,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/4.png,kettle,1.43006521e-14,1,1.11551914e-11]]
38,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/9.png,kettle,2.9308602e-12,1,7.57539365e-09
39,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/pot/3.png,pot,1.12166836e-05,3.35613031e-08,0.999988794]]
40,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/pot/12.png,pot,1.62465312e-07,4.44523245e-08,0.999999762
41,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/15.png,flying-pan,0.979377925,0.000383012113,0.0202389676]]
42,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/17.png,flying-pan,0.998960614,3.12974038e-07,0.00103906821
43,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/8.png,flying-pan,0.929579914,0.0206218883,0.0497981571]]
44,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/pot/20.png,pot,2.25841372e-08,1.51336235e-10,1
45,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/3.png,flying-pan,0.999999881,2.51502978e-08,1.43098532e-07]]
46,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/11.png,kettle,3.51113583e-11,1,5.9708043e-09
47,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/7.png,kettle,8.98127438e-13,1,4.54039695e-10]]
48,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/9.png,flying-pan,0.999997,1.28698082e-06,1.71381305e-06
49,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/19.png,kettle,1.32129363e-09,1,1.5191233e-10]]
50,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/14.png,kettle,6.02348948e-10,0.999994636,5.41543386e-06
51,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/2.png,kettle,1.57483515e-16,1,4.3334436e-14]]
52,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/6.png,flying-pan,0.999426842,1.40061013e-06,0.000571769488
53,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/20.png,kettle,3.1219697e-11,1,5.53481838e-09]]
54,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/11.png,flying-pan,0.999970913,2.32987477e-05,5.84702138e-06
55,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/15.png,kettle,8.60426098e-07,0.999667645,0.000331478921]]
56,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/pot/6.png,pot,4.19874195e-05,2.12181874e-07,0.9999578
57,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/pot/17.png,pot,1.26530422e-05,7.32572e-05,0.99991405]]
58,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/13.png,kettle,1.21672217e-09,1,2.29005703e-08
59,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/pot/4.png,pot,8.70853796e-07,1.76289717e-07,0.999998927]]
60,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/9.png,flying-pan,0.999997,1.28698082e-06,1.71381305e-06
61,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/19.png,kettle,1.32129363e-09,1,1.5191233e-10]]
62,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/flying-pan/9.png,flying-pan,0.999997,1.28698082e-06,1.71381305e-06
63,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/cookware_google_search_224_20181011/validation/kettle/19.png,kettle,1.32129363e-09,1,1.5191233e-10]]
