,prediction,label,filename,categorynames,prob_0,prob_1,prob_2
10,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/146.png,eggplant,8.70827903e-16,0.999727786,0.000272156147
11,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/18.png,eggplant,5.19863886e-20,1,2.69496209e-12
12,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/8.png,tomato,9.36145942e-18,1.56987205e-12,1
13,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/590.png,tomato,2.80155255e-05,3.31323326e-06,0.999968648
14,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/218.png,eggplant,1.96017785e-11,0.999834418,0.000165590871
15,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/84.png,tomato,3.76760189e-23,8.52420842e-11,1
16,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/13.png,broccoli,1,8.0572945e-16,3.40295e-17
17,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/149.png,broccoli,1,1.20425842e-14,1.33148827e-14
18,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/729.png,eggplant,2.31288914e-06,0.999997616,1.71865807e-07
19,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/207.png,tomato,5.11707942e-22,5.94828933e-08,1
20,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/630.png,broccoli,1,4.53500704e-09,2.57765187e-14
21,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/665.png,broccoli,0.999887943,4.06952058e-05,7.14290582e-05
22,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/34.png,tomato,7.11433e-25,1.75334927e-10,1
23,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/1.png,eggplant,4.38707187e-12,0.999988556,1.14233353e-05
24,1,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/433.png,tomato,6.71228736e-06,0.982853591,0.0171397]]
25,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/544.png,eggplant,9.96481712e-23,1,1.77139418e-13
26,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/370.png,broccoli,1,1.65043827e-16,6.69280622e-19
27,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/30.png,tomato,2.98582489e-22,4.20627899e-12,1
28,1,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/403.png,broccoli,0.011710397,0.988248169,4.14780552e-05
29,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/217.png,broccoli,0.997082889,0.00291412254,3.0147794e-06
30,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/80.png,broccoli,1,3.96405795e-14,2.00193089e-20
31,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/121.png,eggplant,2.48321264e-12,1,8.73147332e-09
32,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/666.png,tomato,4.57013344e-23,1.40547393e-10,1
33,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/225.png,broccoli,1,3.48060758e-09,2.37146885e-16
34,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/165.png,tomato,7.32465e-15,6.63342905e-12,1
35,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/38.png,tomato,2.68603355e-19,3.38658984e-12,1
36,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/322.png,broccoli,0.937739313,0.0622584075,2.19906951e-06
37,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/50.png,eggplant,9.40111297e-14,1,9.11163323e-09
38,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/457.png,tomato,5.19863731e-19,1.59722858e-05,0.999984
39,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/236.png,broccoli,0.991925061,0.00621412834,0.0018608981
40,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/79.png,eggplant,2.87016331e-11,0.999996066,3.93954724e-06
41,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/264.png,tomato,8.50172e-26,4.48935467e-15,1
42,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/86.png,broccoli,0.996698678,0.00330128917,1.9631182e-08
43,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/25.png,broccoli,1,2.17943288e-14,5.61439047e-17
44,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/70.png,eggplant,2.86279455e-18,1,4.31337271e-10
45,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/435.png,tomato,7.01621462e-21,8.14749324e-10,1
46,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/54.png,broccoli,1,1.77446908e-23,8.23310303e-28
47,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/13.png,eggplant,1.83946e-10,0.999995351,4.63830202e-06
48,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/280.png,eggplant,1.15752692e-23,1,2.60479919e-11
49,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/9.png,broccoli,1,4.55834318e-13,1.89405241e-13]]
50,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/16.png,eggplant,1.55404115e-19,1,6.4846094e-13
51,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/36.png,eggplant,2.338299e-10,0.94922632,0.0507736877
52,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/186.png,broccoli,1,2.95601367e-18,1.44849251e-19
53,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/431.png,eggplant,1.43032149e-11,0.525585,0.474415
54,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/694.png,broccoli,0.684628665,0.31082502,0.00454632333
55,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/17.png,eggplant,8.46877305e-16,0.951138854,0.0488611907
56,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/610.png,tomato,8.45386497e-24,5.05696076e-15,1
57,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/153.png,eggplant,4.10640302e-16,1,3.95228525e-08
58,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/376.png,tomato,1.63746089e-19,1.76815806e-08,1
59,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/280.png,eggplant,1.15752692e-23,1,2.60479919e-11
60,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/57.png,tomato,1.72496e-23,2.98245468e-15,1
61,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/9.png,broccoli,1,4.55834318e-13,1.89405241e-13
62,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/16.png,eggplant,1.55404115e-19,1,6.4846094e-13
63,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/36.png,eggplant,2.338299e-10,0.94922632,0.0507736877
64,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/431.png,eggplant,1.43032149e-11,0.525585,0.474415
65,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/694.png,broccoli,0.684628665,0.31082502,0.00454632333
66,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/186.png,broccoli,1,2.95601367e-18,1.44849251e-19
67,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/17.png,eggplant,8.46877305e-16,0.951138854,0.0488611907
68,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/610.png,tomato,8.45386497e-24,5.05696076e-15,1
69,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/376.png,tomato,1.63746089e-19,1.76815806e-08,1
70,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/153.png,eggplant,4.10640302e-16,1,3.95228525e-08
71,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/57.png,tomato,1.72496e-23,2.98245468e-15,1
72,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/416.png,broccoli,0.668493807,0.0279078819,0.303598285
73,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/488.png,eggplant,7.84249781e-14,0.999999881,8.22847568e-08
74,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/263.png,eggplant,1.07900244e-10,0.999999881,1.31540588e-07]]
75,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/16.png,eggplant,1.55404115e-19,1,6.4846094e-13
76,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/36.png,eggplant,2.338299e-10,0.94922632,0.0507736877
77,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/186.png,broccoli,1,2.95601367e-18,1.44849251e-19
78,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/431.png,eggplant,1.43032149e-11,0.525585,0.474415
79,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/694.png,broccoli,0.684628665,0.31082502,0.00454632333
80,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/17.png,eggplant,8.46877305e-16,0.951138854,0.0488611907
81,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/610.png,tomato,8.45386497e-24,5.05696076e-15,1
82,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/153.png,eggplant,4.10640302e-16,1,3.95228525e-08
83,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/376.png,tomato,1.63746089e-19,1.76815806e-08,1
84,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/280.png,eggplant,1.15752692e-23,1,2.60479919e-11
85,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/57.png,tomato,1.72496e-23,2.98245468e-15,1
86,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/9.png,broccoli,1,4.55834318e-13,1.89405241e-13
87,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/16.png,eggplant,1.55404115e-19,1,6.4846094e-13
88,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/36.png,eggplant,2.338299e-10,0.94922632,0.0507736877
89,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/431.png,eggplant,1.43032149e-11,0.525585,0.474415
90,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/694.png,broccoli,0.684628665,0.31082502,0.00454632333
91,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/186.png,broccoli,1,2.95601367e-18,1.44849251e-19
92,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/17.png,eggplant,8.46877305e-16,0.951138854,0.0488611907
93,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/610.png,tomato,8.45386497e-24,5.05696076e-15,1
94,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/376.png,tomato,1.63746089e-19,1.76815806e-08,1
95,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/153.png,eggplant,4.10640302e-16,1,3.95228525e-08
96,2,2,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/tomato/57.png,tomato,1.72496e-23,2.98245468e-15,1
97,0,0,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/broccoli/416.png,broccoli,0.668493807,0.0279078819,0.303598285
98,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/488.png,eggplant,7.84249781e-14,0.999999881,8.22847568e-08
99,1,1,/media/panasonic/644E9C944E9C611A/tmp/data/img/food_google_search_224_keep_aspect_ratio_3class_20180809/validation/eggplant/263.png,eggplant,1.07900244e-10,0.999999881,1.31540588e-07]]
